text,emotion_class
မျှော်လင့်ချက်ရှိတဲ့ မျက်လုံးတွေနဲ့ မိုးကုတ်စက်ဝိုင်းဆီသို့ ငေးကြည့်ရင်း၊ အကောင်းမြင်စိတ်ရဲ့ နေရောင်ခြည်နဲ့ လင်းထိန်နေတဲ့ အိပ်မက်တွေရဲ့ ပန်းချီကားချပ်တစ်ခုကို ခြယ်မှုန်းနေခြင်း,Joy
ဝက်သစ်ချပင်လို မားမားမတ်မတ် ရပ်တည်ရင်း၊ အောင်မြင်မှုရဲ့ အကိုင်းအခက်တွေက ပြီးမြောက်မှုရဲ့ ကောင်းကင်ဆီသို့ လှမ်းတက်နေခြင်း,Joy
ကျေးဇူးတင်မှုတွေနဲ့ ပြည့်လျှံနေတဲ့ နှလုံးသား၊ ကြင်နာမှုနဲ့ ချိတ်ဆက်မှုရဲ့ မြေဆီလွှာထဲမှာ တန်ဖိုးထားလေးစားမှု ပွင့်လန်းနေတဲ့ ဥယျာဉ်တစ်ခု,Love
လက်တစ်ဖက် ဆန့်တန်းရင်း၊ စာနာမှုရှိတဲ့ ချည်မျှင်တွေက နားလည်မှုရဲ့ ကော်ဇောတစ်ခုကို ရက်ယှက်နေခြင်း၊ အခြားသူတွေရဲ့ ပျော်ရွှင်မှုတွေနဲ့ ဝမ်းနည်းမှုတွေကို ပွေ့ဖက်ခြင်း,Love
ဂရုစိုက်မှုတွေနဲ့ လေးလံနေတဲ့ ကရုဏာတရားရှိတဲ့ တိမ်တိုက်တွေ၊ လူသားတွေရဲ့ ဒုက္ခဆင်းရဲမှုရဲ့ ခြောက်သွေ့နေတဲ့ မြေပြင်ပေါ်သို့ စာနာမှုကို ရွာသွန်းပေးခြင်း,Love
ရယ်မောခြင်းရဲ့ မိုးရေထဲမှာ ပျော်ရွှင်စွာ ကခုန်နေခြင်း၊ ပျော်ရွှင်မှုနဲ့ ပေါ့ပါးမှုရဲ့ ရေအိုင်တွေထဲမှာ လှည့်ပတ်နေတဲ့ စိတ်ကူးယဉ်ဆန်တဲ့ စိတ်ဓာတ်,Joy
လွတ်လပ်တဲ့ စိတ်ဓာတ်ရဲ့ တောင်ပံတွေပေါ်မှာ ပျံသန်းနေခြင်း၊ လိုက်လျောညီထွေမှုရဲ့ သံကြိုးတွေကနေ လွတ်မြောက်ပြီး၊ ကောင်းကင်ကို လွတ်လပ်မှုနဲ့ ခြယ်မှုန်းနေခြင်း,Joy
စိတ်ကူးစိတ်သန်းရဲ့ အလင်းရောင်ထဲမှာ နစ်မြုပ်နေခြင်း၊ သာမန်အတွေးတွေရဲ့ ပြာပုံထဲကနေ ထမြောက်လာပြီး နယ်ပယ်အသစ်တွေကို စူးစမ်းရှာဖွေနေတဲ့ ဖန်တီးမှုရှိတဲ့ ဖီးနစ်ငှက်,Joy
မျှော်လင့်ချက် ပင်လယ်ထဲမှာ လမ်းညွှန်နေခြင်း၊ ဖြစ်နိုင်ခြေတွေရဲ့ နေထွက်ချိန်ဆီသို့ ရွက်လွှင့်နေခြင်း၊ အကောင်းမြင် မျှော်လင့်ချက် သင်္ဘောအပေါ် ယုံကြည်မှုရှိခြင်း,Joy
ယုံကြည်မှုနဲ့ လှမ်းလျှောက်နေခြင်း၊ မိမိကိုယ်ကို ယုံကြည်မှုရဲ့ ခြေရာတွေကို အောင်နိုင်ခဲ့တဲ့ စိန်ခေါ်မှုတွေနဲ့ ရယူခဲ့တဲ့ အောင်ပွဲတွေရဲ့ သဲသောင်ပြင်ပေါ်မှာ ရိုက်နှိပ်ထားခြင်း,Joy
ညရဲ့ သံစုံတီးဝိုင်းထဲမှာ ပျောက်ဆုံးနေခြင်း၊ လေလွင့်လိုစိတ်နဲ့ လရောင်အောက်က အိပ်မက်တွေရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြတဲ့ လရောင်အောက်က တေးသံ,Joy
စူးစမ်းလိုစိတ်ရဲ့ အလွှာတွေကို ဖော်ထုတ်နေခြင်း၊ မရှာဖွေတွေ့ရှိသေးတဲ့ ဗဟုသုတရဲ့ ရတနာသိုက်တွေဆီသို့ ပို့ဆောင်တဲ့ မေးခွန်းတွေရဲ့ ဝင်္ကပါတစ်ခု,Surprise
လမ်းပြကြယ်ဖြစ်တဲ့ ကျေးဇူးတင်မှု၊ ဘဝရဲ့ တန်ဖိုးရှိတဲ့ အခိုက်အတန့်တွေရဲ့ ကျယ်ပြန့်တဲ့ စကြဝဠာထဲက ကောင်းချီးမင်္ဂလာတွေရဲ့ ကြယ်စုတန်းကို လမ်းညွှန်နေခြင်း,Love
စိတ်အားထက်သန်တဲ့ နှလုံးသားနဲ့အတူ၊ စိတ်အားထက်သန်မှုရဲ့ လယ်ကွင်းတွေထဲမှာ ပြေးလွှားနေခြင်း၊ ပျော်ရွှင်မှုရဲ့ မြက်ခင်းပြင်တွေထဲမှာ နေရောင်ခြည်တွေနဲ့ ရယ်မောခြင်းကို လိုက်ဖမ်းနေခြင်း,Joy
ကရုဏာတရားရှိတဲ့ မိုး၊ စာနာမှုရဲ့ မျက်ရည်တွေက ညင်သာစွာ ကျဆင်းနေပြီး၊ လူသားဆက်ဆံရေးတွေရဲ့ ဥယျာဉ်ထဲက ကြင်နာမှုရဲ့ မျိုးစေ့တွေကို ပြုစုပျိုးထောင်ပေးခြင်း,Love
အောင်မြင်မှုရဲ့ တောင်ထိပ်တွေကို ဂုဏ်ယူစွာ တက်ရောက်နေခြင်း၊ စိန်ခေါ်မှုတွေကို အောင်နိုင်ပြီး အောင်မြင်မှုရဲ့ အလံကို စိုက်ထူနေတဲ့ တောင်တက်သမားတစ်ယောက်,Joy
ဘဝရဲ့ ပျော်ပွဲရွှင်ပွဲထဲက ပျော်ရွှင်စရာ စွန့်စားခန်းတစ်ခု၊ လားရထား ရယ်မောသံတွေနဲ့ သကြားလုံး အိပ်မက်တွေက ပျော်ရွှင်ဖွယ် လေထုထဲမှာ ဝေ့ဝဲနေခြင်း,Joy
စိတ်ကူးစိတ်သန်းရဲ့ တိမ်တိုက်တွေပေါ်မှာ ပျံဝဲနေခြင်း၊ ကောင်းကင်ကို ဖန်တီးမှုရဲ့ စုတ်ချက်တွေနဲ့ ခြယ်မှုန်းနေပြီး၊ အိပ်မက်တွေရဲ့ လက်ရာမြောက် ပန်းချီကားတစ်ချပ်ကို ဖန်တီးနေတဲ့ အနုပညာရှင်တစ်ယောက်,Joy
ကျေနပ်မှုရဲ့ မြစ်ထဲမှာ လမ်းညွှန်နေခြင်း၊ အတွင်းစိတ် ငြိမ်းချမ်းမှုနဲ့ လက်ခံမှုရဲ့ တည်ငြိမ်အေးချမ်းတဲ့ ရေပြင်ထဲမှာ တည်ငြိမ်အေးချမ်းတဲ့ လှေစီးခရီးစဉ်တစ်ခု,Joy
မီးအိမ်ဖြစ်တဲ့ စာနာမှုနဲ့အတူ၊ ဝမ်းနည်းမှုရဲ့ မှောင်မိုက်တဲ့ လမ်းကြားတွေထဲမှာ လှည့်လည်သွားလာနေခြင်း၊ ကရုဏာတရားနဲ့ ဂရုစိုက်မှုတို့နဲ့ လမ်းကို လင်းထိန်ပေးခြင်း,Love
အိပ်မက်တွေရဲ့ တောင်ပံတွေပေါ်မှာ ပျံသန်းနေတဲ့ လွတ်လပ်တဲ့ စိတ်ဓာတ်၊ အဆုံးမဲ့ ဖြစ်နိုင်ခြေတွေရဲ့ ကောင်းကင်ပြာထဲမှာ လွတ်လပ်မှုရဲ့ ခြေရာတွေကို ချန်ထားခဲ့ခြင်း,Joy
ကျေးဇူးသိတတ်မှုရဲ့ ရွှေရောင်အသွေးတွေထဲမှာ နစ်မြုပ်နေခြင်း၊ တန်ဖိုးထားလေးစားမှုရဲ့ နေဝင်ချိန်က နှလုံးသားရဲ့ ရှုခင်းတွေပေါ်သို့ နွေးထွေးတဲ့ အလင်းရောင်ကို ဖြာကျနေခြင်း,Love
ဘဝရဲ့ အကအခုန်ထဲက ယုံကြည်မှုရှိတဲ့ ခြေလှမ်းတွေ၊ မိမိကိုယ်ကို ယုံကြည်မှုက ဦးဆောင်တဲ့ ကပွဲခန်းမ၊ စိန်ခေါ်မှုတွေကြားထဲမှာ ကျက်သရေရှိစွာ လှည့်ပတ်ကခုန်နေခြင်း,Joy
လေရဲ့ မျှော်လင့်ချက်ရှိတဲ့ တီးတိုးသံတွေ၊ ပိုမိုတောက်ပတဲ့ မနက်ဖြန်ရဲ့ ကတိကဝတ်တွေကို သယ်ဆောင်လာခြင်း၊ ဖြစ်နိုင်ခြေတွေရဲ့ လေထုထဲက အကောင်းမြင်စိတ်ရဲ့ သံစုံတီးဝိုင်း,Joy
တာဝန်တွေကို ပျော်ရွှင်စွာ ဟန်ချက်ညီအောင် လုပ်ဆောင်နေခြင်း၊ အလုပ်နဲ့ ပျော်ရွှင်မှုရဲ့ လုပ်ဆောင်ချက်တွေကို ဟန်ချက်ညီအောင် ထိန်းညှိနေပြီး၊ ရယ်မောခြင်းကို လေထဲသို့ ပစ်မြှောက်နေတဲ့ ဆပ်ကပ်သမားတစ်ယောက်,Joy
ကြယ်တွေဆီသို့ စိတ်ကူးစိတ်သန်းရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြနေခြင်း၊ စိတ်ကူးစိတ်သန်းရဲ့ ချည်မျှင်တွေကနေ ကြယ်စုတန်းတွေကို ဖန်တီးနေတဲ့ ပုံပြင်ပြောသူတစ်ယောက်,Joy
မျှော်လင့်ချက်ရှိတဲ့ မျှော်လင့်ချက်ရဲ့ လှိုင်းလုံးတွေကြားထဲကနေ လမ်းကြောင်းတစ်ခု ရေးဆွဲနေခြင်း၊ မစူးစမ်းရသေးတဲ့ အိပ်မက်တွေရဲ့ ကမ်းခြေတွေဆီသို့ ဦးတည်မောင်းနှင်နေတဲ့ သင်္ဘောသားတစ်ယောက်,Joy
ကရုဏာတရားရှိတဲ့ မိုး၊ စာနာမှုရဲ့ မျက်ရည်တွေက ညင်သာစွာ ကျဆင်းနေပြီး၊ လူသားဆက်ဆံရေးတွေရဲ့ ဥယျာဉ်ထဲက ကြင်နာမှုရဲ့ မျိုးစေ့တွေကို ပြုစုပျိုးထောင်ပေးခြင်း,Love
အောင်မြင်မှုရဲ့ တောင်ထိပ်တွေကို ဂုဏ်ယူစွာ တက်ရောက်နေခြင်း၊ စိန်ခေါ်မှုတွေကို အောင်နိုင်ပြီး အောင်မြင်မှုရဲ့ အလံကို စိုက်ထူနေတဲ့ တောင်တက်သမားတစ်ယောက်,Joy
ဘဝရဲ့ ပျော်ပွဲရွှင်ပွဲထဲက ပျော်ရွှင်စရာ စွန့်စားခန်းတစ်ခု၊ လားရထား ရယ်မောသံတွေနဲ့ သကြားလုံး အိပ်မက်တွေက ပျော်ရွှင်ဖွယ် လေထုထဲမှာ ဝေ့ဝဲနေခြင်း,Joy
စိတ်ကူးစိတ်သန်းရဲ့ တိမ်တိုက်တွေပေါ်မှာ ပျံဝဲနေခြင်း၊ ကောင်းကင်ကို ဖန်တီးမှုရဲ့ စုတ်ချက်တွေနဲ့ ခြယ်မှုန်းနေပြီး၊ အိပ်မက်တွေရဲ့ လက်ရာမြောက် ပန်းချီကားတစ်ချပ်ကို ဖန်တီးနေတဲ့ အနုပညာရှင်တစ်ယောက်,Joy
ကျေနပ်မှုရဲ့ မြစ်ထဲမှာ လမ်းညွှန်နေခြင်း၊ အတွင်းစိတ် ငြိမ်းချမ်းမှုနဲ့ လက်ခံမှုရဲ့ တည်ငြိမ်အေးချမ်းတဲ့ ရေပြင်ထဲမှာ တည်ငြိမ်အေးချမ်းတဲ့ လှေစီးခရီးစဉ်တစ်ခု,Joy
မီးအိမ်ဖြစ်တဲ့ စာနာမှုနဲ့အတူ၊ ဝမ်းနည်းမှုရဲ့ မှောင်မိုက်တဲ့ လမ်းကြားတွေထဲမှာ လှည့်လည်သွားလာနေခြင်း၊ ကရုဏာတရားနဲ့ ဂရုစိုက်မှုတို့နဲ့ လမ်းကို လင်းထိန်ပေးခြင်း,Love
အိပ်မက်တွေရဲ့ တောင်ပံတွေပေါ်မှာ ပျံသန်းနေတဲ့ လွတ်လပ်တဲ့ စိတ်ဓာတ်၊ အဆုံးမဲ့ ဖြစ်နိုင်ခြေတွေရဲ့ ကောင်းကင်ပြာထဲမှာ လွတ်လပ်မှုရဲ့ ခြေရာတွေကို ချန်ထားခဲ့ခြင်း,Joy
ကျေးဇူးသိတတ်မှုရဲ့ ရွှေရောင်အသွေးတွေထဲမှာ နစ်မြုပ်နေခြင်း၊ တန်ဖိုးထားလေးစားမှုရဲ့ နေဝင်ချိန်က နှလုံးသားရဲ့ ရှုခင်းတွေပေါ်သို့ နွေးထွေးတဲ့ အလင်းရောင်ကို ဖြာကျနေခြင်း,Love
ဘဝရဲ့ အကအခုန်ထဲက ယုံကြည်မှုရှိတဲ့ ခြေလှမ်းတွေ၊ မိမိကိုယ်ကို ယုံကြည်မှုက ဦးဆောင်တဲ့ ကပွဲခန်းမ၊ စိန်ခေါ်မှုတွေကြားထဲမှာ ကျက်သရေရှိစွာ လှည့်ပတ်ကခုန်နေခြင်း,Joy
လေရဲ့ မျှော်လင့်ချက်ရှိတဲ့ တီးတိုးသံတွေ၊ ပိုမိုတောက်ပတဲ့ မနက်ဖြန်ရဲ့ ကတိကဝတ်တွေကို သယ်ဆောင်လာခြင်း၊ ဖြစ်နိုင်ခြေတွေရဲ့ လေထုထဲက အကောင်းမြင်စိတ်ရဲ့ သံစုံတီးဝိုင်း,Joy
တာဝန်တွေကို ပျော်ရွှင်စွာ ဟန်ချက်ညီအောင် လုပ်ဆောင်နေခြင်း၊ အလုပ်နဲ့ ပျော်ရွှင်မှုရဲ့ လုပ်ဆောင်ချက်တွေကို ဟန်ချက်ညီအောင် ထိန်းညှိနေပြီး၊ ရယ်မောခြင်းကို လေထဲသို့ ပစ်မြှောက်နေတဲ့ ဆပ်ကပ်သမားတစ်ယောက်,Joy
ကြယ်တွေဆီသို့ စိတ်ကူးစိတ်သန်းရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြနေခြင်း၊ စိတ်ကူးစိတ်သန်းရဲ့ ချည်မျှင်တွေကနေ ကြယ်စုတန်းတွေကို ဖန်တီးနေတဲ့ ပုံပြင်ပြောသူတစ်ယောက်,Joy
မျှော်လင့်ချက်ရှိတဲ့ မျှော်လင့်ချက်ရဲ့ လှိုင်းလုံးတွေကြားထဲကနေ လမ်းကြောင်းတစ်ခု ရေးဆွဲနေခြင်း၊ မစူးစမ်းရသေးတဲ့ အိပ်မက်တွေရဲ့ ကမ်းခြေတွေဆီသို့ ဦးတည်မောင်းနှင်နေတဲ့ သင်္ဘောသားတစ်ယောက်,Joy
ကရုဏာတရားရှိတဲ့ မိုး၊ စာနာမှုရဲ့ မျက်ရည်တွေက ညင်သာစွာ ကျဆင်းနေပြီး၊ လူသားဆက်ဆံရေးတွေရဲ့ ဥယျာဉ်ထဲက ကြင်နာမှုရဲ့ မျိုးစေ့တွေကို ပြုစုပျိုးထောင်ပေးခြင်း,Love
အောင်မြင်မှုရဲ့ တောင်ထိပ်တွေကို ဂုဏ်ယူစွာ တက်ရောက်နေခြင်း၊ စိန်ခေါ်မှုတွေကို အောင်နိုင်ပြီး အောင်မြင်မှုရဲ့ အလံကို စိုက်ထူနေတဲ့ တောင်တက်သမားတစ်ယောက်,Joy
ဘဝရဲ့ ပျော်ပွဲရွှင်ပွဲထဲက ပျော်ရွှင်စရာ စွန့်စားခန်းတစ်ခု၊ လားရထား ရယ်မောသံတွေနဲ့ သကြားလုံး အိပ်မက်တွေက ပျော်ရွှင်ဖွယ် လေထုထဲမှာ ဝေ့ဝဲနေခြင်း,Joy
စိတ်ပျက်အားငယ်မှုရဲ့ နက်ရှိုင်းသောတွင်းထဲမှာ နစ်မြုပ်နေခြင်း၊ အပိုင်းပိုင်းကွဲကြေသွားတဲ့ နှလုံးသား၊ မျှော်လင့်ချက်မဲ့ခြင်းရဲ့ ပဲ့တင်ထပ်နေတဲ့ တိတ်ဆိတ်မှုထဲမှာ ပျောက်ဆုံးနေခြင်း,Sadness
အဆိပ်ရှိတဲ့ နွယ်ပင်လို အရင်းတည်နေတဲ့ ခါးသီးမှု၊ စိတ်ဝိညာဉ်ကို နာကြည်းမှုရဲ့ ပင့်ကူအိမ်ထဲမှာ ရစ်ပတ်နေခြင်း၊ ငြိမ်းချမ်းမှုရဲ့ ဥယျာဉ်ကို အဆိပ်ခတ်နေခြင်း,Anger
အထီးကျန်မှုရဲ့ သဲကန္တာရထဲမှာ လှည့်လည်သွားလာနေခြင်း၊ ခြေလှမ်းတိုင်းက လေးလံတဲ့ သက်ပြင်းချသံ၊ ချိတ်ဆက်မှုရဲ့ တံလျှပ်တွေက တောက်ပနေပေမယ့် ဘယ်တော့မှ အကောင်အထည်မပေါ်ခြင်း,Sadness
မရှိတော့တဲ့ ထိတွေ့မှုတစ်ခုအတွက် တောင့်တနေခြင်း၊ အဝေးက နွေးထွေးမှုရဲ့ ပဲ့တင်သံတွေက အထီးကျန်မှုရဲ့ အေးစက်တဲ့ ပွေ့ဖက်မှုထဲမှာ နှလုံးသားကို ခြောက်လှန့်နေခြင်း,Neutral
ညဘက်မှာ မျက်လုံးတွေ ကျယ်ကျယ်ဖွင့်ထားခြင်း၊ ကြောက်စရာကောင်းတဲ့ အရိပ်တွေက နံရံတွေပေါ်မှာ ကခုန်နေခြင်း၊ စိတ်က စိတ်ကူးယဉ် ထိတ်လန့်မှုတွေရဲ့ အကျဉ်းသား,Fear
မသေချာမရေရာမှုရဲ့ ကြိုးတန်းပေါ်က စိုးရိမ်ကြောင့်ကြတဲ့ ခြေလှမ်းတွေ၊ ပြုတ်ကျခြင်းက ရှောင်လွှဲလို့မရပုံပေါ်တဲ့ ဟန်ချက်ညီအောင် ထိန်းညှိမှု၊ စိုးရိမ်ပူပန်မှုက အမြဲတမ်း အဖော်,Fear
ကမ္ဘာလောကရဲ့ ဝန်ထုပ်ဝန်ပိုးကြောင့် လွှမ်းမိုးခံနေရခြင်း၊ တုန်ယင်နေတဲ့ ပခုံးတွေနဲ့ အတ္တလပ်စ်၊ တာဝန်တိုင်းက ပင်ပန်းနွမ်းနယ်မှုရဲ့ ရှုခင်းထဲက ကျောက်တုံးကြီးတစ်ခု,Fear
မျက်လုံးစိမ်းနဲ့ မိစ္ဆာဖြစ်တဲ့ မနာလိုဝန်တိုမှု၊ အရိပ်တွေထဲမှာ ပုန်းအောင်းနေခြင်း၊ အခြားသူတွေရဲ့ အောင်မြင်မှုရဲ့ နေရောင်ခြည်အပေါ် မှောင်မိုက်တဲ့ တိမ်တိုက်တစ်ခု ဖုံးလွှမ်းနေခြင်း,Anger
သစ္စာဖောက်မှုရဲ့ မုန်တိုင်းကြောင့် ပျက်စီးဆုံးရှုံးခြင်း၊ ယုံကြည်မှုရဲ့ အပျက်အစီးတွေက အပိုင်းအစတွေလို ပြန့်ကျဲနေခြင်း၊ ကတိပျက်ခြင်းရဲ့ လေပြင်းတွေကြောင့် စုတ်ပြဲနေတဲ့ နှလုံးသား,Sadness
ကီးဘုတ်ကို တတောက်တောက် ခေါက်နေတဲ့ စိတ်ပျက်နေတဲ့ လက်ချောင်းတွေ၊ မပြည့်မီတဲ့ မျှော်လင့်ချက်တွေရဲ့ မဖြေရှင်းနိုင်တဲ့ ပဟေဠိတစ်ခုကို ရေးစပ်နေတဲ့ စိတ်အနှောင့်အယှက်ဖြစ်မှုရဲ့ သံစုံတီးဝိုင်း,Anger
ရွှေချထားတဲ့ ဆုတံဆိပ်ကို စိုက်ကြည့်နေတဲ့ ငြူစူတဲ့ မျက်လုံးတွေ၊ ထာဝရ လက်လှမ်းမမီပုံပေါ်တဲ့ ပိုင်ဆိုင်မှုတွေအတွက် နာကျင်ဖွယ် ဆန္ဒက တွန်းအားပေးတဲ့ နှလုံးသားနာကျင်မှု,Anger
ပယ်ချတဲ့ အကြည့်တွေ၊ လျစ်လျူရှုမှုနဲ့ တည်ဆောက်ထားတဲ့ ခံတပ်၊ နားလည်မှုနဲ့ အသိအမှတ်ပြုမှုရဲ့ တောင်းပန်သံတွေကို ထိုးဖောက်လို့မရတဲ့ နံရံတွေ,Neutral
ကွဲကြေသွားတဲ့ အိပ်မက်တွေက ကြမ်းပြင်ပေါ်မှာ ဖန်ကွဲစတွေလို ပြန့်ကျဲနေခြင်း၊ စိတ်ပျက်မှုရဲ့ လက်တွေနဲ့ ဖန်တီးထားတဲ့ စိတ်ပျက်မှုရဲ့ စပ်ဟပ်ပုံ,Anger
အထီးကျန်မှု၊ ညဘက်က တိတ်ဆိတ်တဲ့ အဖော်၊ အထီးကျန်မှုရဲ့ အခန်းထဲက တစ်ခုတည်းသော ပဲ့တင်သံ၊ နှလုံးသားရဲ့ တစ်ကိုယ်တည်း ညသီချင်း,Sadness
အမှောင်ထဲက ကြောက်ရွံ့ဖွယ် တီးတိုးသံတွေ၊ စိတ်က မသိသေးတဲ့အရာရဲ့ တစ္ဆေကြောင့် ခြောက်လှန့်ခံနေရခြင်း၊ စိုးရိမ်ပူပန်မှုရဲ့ တေးသံစဉ်အတိုင်း ကခုန်နေတဲ့ အရိပ်တွေ,Fear
ခါးသီးမှု၊ လျှာပေါ်မှာ ကျန်ရစ်နေတဲ့ ခါးသက်တဲ့ အရသာ၊ စကားလုံးတိုင်းက အချိန်ကုန်လွန်တာနဲ့အမျှ ကျက်ဖို့ ငြင်းဆန်နေတဲ့ ဒဏ်ရာတွေရဲ့ သတိပေးချက်,Anger
မျှော်လင့်ချက်တွေရဲ့ ဆူညံပွက်လောရိုက်မှုကြောင့် လွှမ်းမိုးခံနေရခြင်း၊ ဖိအားရဲ့ မုန်တိုင်းထဲက နစ်မြုပ်နေတဲ့ စိတ်ဝိညာဉ်၊ ရေပေါ်ပေါ်နေဖို့ ရုန်းကန်နေရခြင်း,Fear
မနာလိုဝန်တိုမှု၊ သွေးကြောတွေထဲကို စိမ့်ဝင်နေတဲ့ အဆိပ်၊ နှလုံးသားကို အဆိပ်ခတ်ပြီး မကျေနပ်မှုတွေ ပေါက်ဖွားရာနေရာအဖြစ်သို့ ပြောင်းလဲခြင်း,Anger
သစ္စာဖောက်မှု ဖော်ထုတ်ခြင်းကြောင့် ပျက်စီးဆုံးရှုံးခြင်း၊ ယုံကြည်မှုက ကြေလွယ်တဲ့ ဖန်သားလို ကွဲကြေသွားပြီး၊ နာကျင်မှုရဲ့ အပိုင်းအစတွေကို ချန်ထားခဲ့ခြင်း,Sadness
ပျက်စီးနေတဲ့ ချိတ်ဆက်မှုတစ်ခုကို ပြုပြင်ဖို့ စိတ်ပျက်ဖွယ် ကြိုးပမ်းမှုတွေ၊ နားလည်မှုရဲ့ ချည်မျှင်တွေက သဲမှုန်တွေလို လက်ချောင်းတွေကြားကနေ လျှောကျနေခြင်း,Anger
အောင်မြင်မှုရဲ့ စင်မြင့်ပေါ်သို့ ပစ်လွှတ်လိုက်တဲ့ ငြူစူတဲ့ အကြည့်တွေ၊ မျိုချလိုက်ရတဲ့ ခါးသက်တဲ့ ဆေးလုံး၊ မရောက်ရှိသေးတဲ့ အမြင့်တွေရဲ့ အမြဲတမ်း သတိပေးချက်အဖြစ် ကျန်ရစ်နေတဲ့ အရသာ,Anger
ပယ်ချတဲ့ အမူအရာတွေ၊ ထိခိုက်လွယ်မှုကို ကာကွယ်ဖို့ ချထားတဲ့ ကန့်လန့်ကာ၊ စိတ်ခံစားမှုတွေက လျစ်လျူရှုမှုရဲ့ ဖျော်ဖြေမှုနောက်ကို ရောက်သွားတဲ့ စင်မြင့်,Neutral
လေးလံတဲ့ မြူနှင်းလို စိတ်ပျက်အားငယ်မှု၊ အတွေးတိုင်းကို လွှမ်းခြုံနေခြင်း၊ ရှေ့ဆက်ရမယ့် လမ်းကို ဝေဝါးစေခြင်း၊ လုံးဝ မျှော်လင့်ချက်မဲ့ခြင်းရဲ့ ဝင်္ကပါထဲက ခရီးစဉ်တစ်ခု,Sadness
