text,emotion_class
မျက်ရည်တွေက မိုးစက်တွေလို ကျဆင်းနေတယ်၊ တန်ဖိုးထားရတဲ့ သူငယ်ချင်းဆက်ဆံရေးတစ်ခုရဲ့ အဆုံးသတ်အတွက် ဝမ်းနည်းပူဆွေးနေခြင်း,Sadness
စိတ်ပျက်အားငယ်မှုက စိတ်ကို တိမ်ဖုံးနေတယ်၊ အဆုံးမရှိတဲ့ အမှောင်ပင်လယ်ထဲမှာ လေလွင့်နေတယ်လို့ ခံစားရခြင်း,Sadness
သစ္စာဖောက်မှုကြောင့် ကွဲကြေသွားခြင်း၊ ယုံကြည်မှုက ကြေလွယ်တဲ့ ဖန်သားလို ပြိုကျသွားခြင်း,Sadness
နာကျင်နေတဲ့ နှလုံးသား၊ နာကျင်မှုရဲ့ သံစုံတီးဝိုင်းက အထီးကျန်မှုရဲ့ တိတ်ဆိတ်မှုထဲမှာ တီးခတ်နေခြင်း,Sadness
စိတ်ခံစားမှု မုန်တိုင်း၊ ဝမ်းနည်းမှုရဲ့ လေပွေက အတွေးတိုင်းကို ဝါးမြိုသွားခြင်း,Sadness
နောင်တတွေကြောင့် ခြောက်လှန့်ခံနေရခြင်း၊ အတိတ်ရဲ့ တစ္ဆေက မရပ်မနား လှည့်လည်နေခြင်း,Sadness
ဝမ်းနည်းပူဆွေးမှုကြောင့် စုတ်ပြဲသွားခြင်း၊ ဆုံးရှုံးမှုရဲ့ ပဲ့တင်သံတွေက စိတ်ဝိညာဉ်တစ်လျှောက် ပြန်ဟပ်နေခြင်း,Sadness
အထီးကျန်မှုက ပိုမိုနက်ရှိုင်းလာတယ်၊ နွေးထွေးမှုက အဝေးက အမှတ်တရတစ်ခုသာဖြစ်တဲ့ စိတ်ခံစားမှု ဆောင်းရာသီ,Sadness
စိတ်ဝိညာဉ်ကို ကြေမွစေတဲ့ စိတ်ပျက်မှု၊ မျှော်လင့်ချက်တွေက ကြေလွယ်တဲ့ ဖန်သားလို ကွဲကြေသွားခြင်း,Sadness
တစ်ချိန်က တန်ဖိုးထားခဲ့တဲ့ အချစ်ရဲ့ နာကျင်ဖွယ် ပဲ့တင်သံတွေ၊ အခု အချိန်ရဲ့ နက်ရှိုင်းသောတွင်းထဲမှာ ပျောက်ဆုံးနေခြင်း,Sadness
နှလုံးသားနာကျင်မှုက ပိုမိုနက်ရှိုင်းလာတယ်၊ စိတ်ပျက်အားငယ်မှုရဲ့ နက်ရှိုင်းသောတွင်းထဲက တစ်ကိုယ်တည်း ခရီးစဉ်,Sadness
ဝမ်းနည်းမှုက ဆက်ရှိနေတယ်၊ အထီးကျန်မှုရဲ့ တိတ်ဆိတ်ငြိမ်သက်မှုထဲက ချိုမြိန်ခါးသက်တဲ့ တေးသံ,Sadness
အဆိပ်လို ခါးသီးမှု၊ ဒဏ်ရာရနေတဲ့ နှလုံးသားရဲ့ အက်ကွဲကြောင်းတိုင်းထဲသို့ စိမ့်ဝင်နေခြင်း,Anger
စိတ်ခံစားမှု ပင်ပန်းနွမ်းနယ်ခြင်း၊ ကမ္ဘာလောကရဲ့ ဝန်ထုပ်ဝန်ပိုးက ပင်ပန်းနေတဲ့ ပခုံးတွေကို ကြိတ်ချေနေခြင်း,Sadness
ဝမ်းနည်းဖွယ် ပဲ့တင်သံတွေ၊ ဆုံးရှုံးမှုရဲ့ ကြိုးတွေနဲ့ တီးခတ်တဲ့ နာကျင်မှုရဲ့ သံစုံတီးဝိုင်း,Sadness
အမှောင်ထု ကျဆင်းလာပြီး၊ စိတ်ဝိညာဉ်ကို စိတ်ပျက်အားငယ်မှုရဲ့ အရိပ်တွေထဲမှာ ဝါးမြိုသွားခြင်း,Sadness
စိတ်အားထက်သန်မှုက တီးတိုးပြောတယ်၊ နက်ရှိုင်းသောတွင်းထဲက မျှော်လင့်ချက် အလင်းတန်းလေးတစ်ခုအတွက် တိတ်ဆိတ်စွာ တောင်းပန်ခြင်း,Sadness
အပျက်အစီးတွေကြားက နှလုံးသား၊ ကွဲကြေသွားတဲ့ အိပ်မက်တွေရဲ့ အကြွင်းအကျန်တွေက လေထဲမှာ ပြန့်ကျဲနေခြင်း,Neutral
ကွဲကြေသွားတဲ့ အိပ်မက်တစ်ခုရဲ့ ပဲ့တင်သံတွေကြောင့် ကွဲကြေသွားခြင်း၊ မျှော်လင့်ချက် အပိုင်းအစတွေ ပြန့်ကျဲနေခြင်း,Sadness
နောင်တရဲ့ ဆူးတွေကို ရှောင်ရှားရင်း၊ နောင်တရဲ့ လမ်းပေါ်မှာ ခြေဗလာနဲ့ လျှောက်လှမ်းနေခြင်း,Sadness
ဝမ်းနည်းပူဆွေးမှုရဲ့ ဝင်္ကပါထဲမှာ၊ နံရံတွေက ဆုံးရှုံးသွားတဲ့ ပျော်ရွှင်မှုရဲ့ ခြေသံတွေနဲ့ ပဲ့တင်ထပ်နေခြင်း,Sadness
အထီးကျန်မှု ပင်လယ်ထဲမှာ လေလွင့်နေတဲ့ စိတ်ဝိညာဉ်၊ အထီးကျန်မှုရဲ့ လှိုင်းလုံးတွေက မရပ်မနား ရိုက်ခတ်နေခြင်း,Sadness
သစ္စာဖောက်မှုရဲ့ ခါးသီးမှု၊ ကျန်ရစ်နေတဲ့ အရသာ၊ ယုံကြည်မှုရဲ့ အာခေါင်ကို စွန်းထင်းစေခြင်း,Anger
မျှော်လင့်ချက်ရဲ့ အပျက်အစီးတွေထဲမှာ၊ ကွဲကြေသွားတဲ့ အိပ်မက်တွေရဲ့ ပဲ့တင်သံတွေက ဆုံးရှုံးမှုရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြနေခြင်း,Sadness
နှလုံးကြေကွဲမှု သမုဒ္ဒရာထဲမှာ ကျောက်တုံးလို နစ်မြုပ်နေခြင်း၊ လှိုင်းဂယက်တိုင်းက စိတ်ပျက်အားငယ်မှုရဲ့ သက်ပြင်းချသံ,Sadness
မျက်ရည်တွေ၊ ဒိုင်ယာရီရဲ့ စာမျက်နှာတွေကို စွန်းထင်းစေတဲ့ မှင်၊ တိတ်ဆိတ်စွာ ဝမ်းနည်းပူဆွေးမှုရဲ့ သက်သေ,Sadness
ဆုံးရှုံးသွားတဲ့ ယုံကြည်မှုရဲ့ မြေရိုင်းလွင်ပြင်ထဲမှာ၊ ကတိပျက်ခြင်းရဲ့ ပဲ့တင်သံတွေက ပြန်ဟပ်နေခြင်း,Sadness
ကွဲကြေသွားတဲ့ အိပ်မက်တွေရဲ့ အပိုင်းအစတွေကို ရှောင်ရှားရင်း၊ ကြံ့ကြံ့ခံနိုင်ရည်ရဲ့ ကြိုးတန်းပေါ်မှာ လျှောက်လှမ်းနေခြင်း,Neutral
တစ်ချိန်က ရယ်မောသံတွေ ရှင်သန်ခဲ့တဲ့ အထီးကျန်မှုရဲ့ တိတ်ဆိတ်မှုထဲမှာ အသက်ရှူကြပ်နေခြင်း,Sadness
ဆုံးရှုံးသွားတဲ့ ဖြစ်နိုင်ခြေတွေရဲ့ တစ္ဆေကြောင့် ခြောက်လှန့်ခံနေရခြင်း၊ မှေးမှိန်ဖို့ ငြင်းဆန်နေတဲ့ တစ္ဆေ,Sadness
စိတ်ပျက်အားငယ်မှုရဲ့ ဝင်္ကပါထဲမှာ၊ ကွဲကြေနေတဲ့ နှလုံးသားရဲ့ ပဲ့တင်သံတွေက အဆုံးမရှိ ပြန်ဟပ်နေခြင်း,Sadness
ဝမ်းနည်းမှု မြစ်ထဲက ဆောင်းဦး သစ်ရွက်တွေလို နစ်မြုပ်နေခြင်း၊ ရေစီးကြောင်းနဲ့အတူ မျောပါသွားခြင်း,Sadness
ကွဲကြေသွားတဲ့ အိပ်မက်တွေရဲ့ ဥယျာဉ်ထဲမှာ၊ ပွင့်ချပ်တွေ ကြွေကျနေတယ်၊ ကွဲကြေသွားတဲ့ မျှော်လင့်ချက်တွေရဲ့ တိတ်ဆိတ်တဲ့ သက်သေ,Sadness
မျက်ရည်တွေ၊ ဝမ်းနည်းပူဆွေးမှုရဲ့ ငွေကြေး၊ ဆုံးရှုံးသွားတဲ့ အချစ်နဲ့ တမ်းတမှုရဲ့ ဈေးကွက်ထဲမှာ သုံးစွဲခြင်း,Sadness
သစ္စာဖောက်မှုရဲ့ ဝင်္ကပါထဲမှာ လှည့်လည်သွားလာနေခြင်း၊ လမ်းမှားတိုင်းမှာ နံရံတွေက ပိတ်ဆို့လာခြင်း,Sadness
နှလုံးကြေကွဲမှု မုန်တိုင်းကြောင့် ကြံ့ကြံ့ခံခဲ့ရတဲ့ စိတ်ဝိညာဉ်၊ မုန်တိုင်းပြီးနောက် ငြိမ်သက်မှုထဲမှာ ခိုလှုံရာ ရှာဖွေနေခြင်း,Sadness
စိတ်ပျက်အားငယ်မှုရဲ့ ကော်ဇောထဲမှာ၊ မျှော်လင့်ချက်ရဲ့ ချည်မျှင်တွေက ပြေလျော့သွားပြီး၊ ဝမ်းနည်းမှုရဲ့ ပုံတူကို ချန်ထားခဲ့ခြင်း,Sadness
အချစ်ရဲ့ ဥယျာဉ်ထဲက ညှိုးနွမ်းနေတဲ့ နှင်းဆီလို၊ ပွင့်ချပ်တွေ ကြွေကျနေတယ်၊ အချိန်ကို တိတ်ဆိတ်စွာ လက်နက်ချခြင်း,Sadness
နှလုံးသားနာကျင်မှုရဲ့ လေဟာနယ်ထဲမှာ၊ အချစ်သီချင်းတစ်ပုဒ်ရဲ့ ပဲ့တင်သံတွေ တီးခတ်နေတယ်၊ တေးသွားတိုင်းက တမ်းတမှုရဲ့ နာကျင်မှု,Neutral
အတိတ်ကိုတမ်းတခြင်း၊ တန်ဖိုးထားရတဲ့ အမှတ်တရတွေရဲ့ လရောင်အောက်က ကပွဲခန်းမထဲက ချိုမြိန်ခါးသက်တဲ့ အက,Sadness
ဝမ်းနည်းပူဆွေးမှုရဲ့ သံစုံတီးဝိုင်းထဲမှာ၊ မျက်ရည်တိုင်းက တေးသွားတစ်ခု၊ ဝမ်းနည်းဖွယ် သံစဉ်တစ်ခုကို ရေးစပ်နေခြင်း,Sadness
သစ္စာဖောက်မှု၊ ယုံကြည်မှုရဲ့ ဥယျာဉ်ထဲမှာ တွားသွားနေတဲ့ အဆိပ်ရှိတဲ့ မြွေ၊ အမြစ်တွေကို အဆိပ်ခတ်ခြင်း,Sadness
စိတ်ပျက်အားငယ်မှုရဲ့ သဲနွံထဲမှာ နစ်မြုပ်နေခြင်း၊ သင် ပိုရုန်းကန်လေ၊ သင် ပိုနက်ရှိုင်းစွာ နစ်မြုပ်လေ,Sadness
ဆုံးရှုံးသွားတဲ့ အိပ်မက်တွေရဲ့ သင်္ချိုင်းကုန်းထဲမှာ လှည့်လည်သွားလာနေခြင်း၊ မပြောပြနိုင်တဲ့ ဝမ်းနည်းမှုတွေကို မှတ်သားထားတဲ့ သင်္ချိုင်းကျောက်တိုင်တွေ,Sadness
နောင်တရဲ့ မြစ်ကြောင့် မျောပါသွားခြင်း၊ အတိတ်ရဲ့ ရေစီးကြောင်းတွေက လွှတ်ပေးဖို့ ငြင်းဆန်နေခြင်း,Sadness
ဆုံးရှုံးသွားတဲ့ အချစ်ရဲ့ တီးတိုးသံတွေက နှလုံးသားရဲ့ ထပ်ခိုးထဲမှာ ကျန်ရစ်နေတယ်၊ မေ့လျော့နေပေမယ့် မဖျက်ဆီးနိုင်ခြင်း,Sadness
ကတိပျက်ခြင်းတွေရဲ့ ပြခန်းထဲမှာ၊ ကွဲကြေသွားတဲ့ သစ္စာစကားတိုင်းကို ဘောင်ခတ်ထားခြင်း၊ နာကျင်ဖွယ် ပြပွဲ,Sadness
အထီးကျန်မှုရဲ့ ပဲ့တင်သံတွေ၊ စိတ်ဝိညာဉ်နဲ့ သူ့ရဲ့ အရိပ်တွေကြားက တိတ်ဆိတ်တဲ့ စကားပြောဆိုမှု,Sadness
နေရောင်ခြည်ပေါ်မှာ ကခုန်နေခြင်း၊ ခြေလှမ်းတိုင်းက ရိုးရှင်းတဲ့ အခိုက်အတန့်တွေထဲမှာ တွေ့ရှိရတဲ့ ပျော်ရွှင်မှုရဲ့ ဂုဏ်ပြုပွဲ,Joy
ရယ်မောသံတွေ လေထဲမှာ ပဲ့တင်ထပ်နေတယ်၊ စိတ်ဓာတ်ကို ပိုမိုမြင့်မားစေတဲ့ ပျော်ရွှင်မှုရဲ့ သံပြိုင်သီချင်း,Joy
ကျေနပ်မှုရဲ့ ဥယျာဉ်ထဲမှာ၊ ပန်းပွင့်တိုင်းက အတွင်းစိတ် ငြိမ်းချမ်းမှုနဲ့ ပျော်ရွှင်မှုရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြနေခြင်း,Joy
တောက်ပတဲ့ ကောင်းကင်အောက်မှာ အိပ်မက်တွေကို လိုက်ဖမ်းနေခြင်း၊ မျှော်လင့်ချက်နဲ့ စိတ်အားထက်သန်မှုတို့က တွန်းအားပေးတဲ့ ခရီးစဉ်တစ်ခု,Joy
ကျေးဇူးတင်စိတ်တွေ ပြည့်နေတဲ့ နှလုံးသားနဲ့ ကြယ်တွေကို တေးသီချင်းဆိုနေခြင်း၊ ကျေးဇူးသိတတ်မှုရဲ့ သံစဉ်,Love
အောင်မြင်မှုရဲ့ အလင်းရောင်ထဲမှာ နေပူစာလှုံနေခြင်း၊ မှတ်တိုင်တိုင်းက ပျော်ရွှင်မှုဆီသို့ လှေကားထစ်တစ်ခု,Joy
အကောင်းမြင်စိတ်ရဲ့ အကအခုန်ထဲမှာ၊ ခြေလှမ်းတိုင်းက စည်းချက်တစ်ခု၊ စိတ်ဝိညာဉ်ကို သဟဇာတဖြစ်စွာ မြှင့်တင်ပေးခြင်း,Neutral
ပျော်ရွှင်မှုတွေ ပြည့်လျှံနေခြင်း၊ သူငယ်ချင်းတွေနဲ့ မျှဝေခံစားရတဲ့ ရယ်မောခြင်းတစ်ခွက်၊ တန်ဖိုးထားရတဲ့ အခိုက်အတန့်,Joy
ကြင်နာမှုရဲ့ နွေးထွေးမှုထဲမှာ လွှမ်းခြုံထားခြင်း၊ အချစ်နဲ့ ချုပ်ထားတဲ့ ကရုဏာတရားရဲ့ စောင်တစ်ထည်,Love
သူငယ်ချင်းဆက်ဆံရေးတွေရဲ့ ဥယျာဉ်ထဲမှာ၊ ပန်းပွင့်တိုင်းက ရင်းနှီးခင်မင်မှုရဲ့ အလှတရားရဲ့ သက်သေ,Love
အချစ်ရဲ့ ပွေ့ဖက်မှုထဲမှာ၊ နှလုံးခုန်သံတိုင်းက သံစဉ်တစ်ခု၊ ချစ်ခင်ကြင်နာမှုရဲ့ စည်းချက်အတိုင်း ကခုန်နေခြင်း,Love
ပျော်ရွှင်မှုရဲ့ အရောင်အသွေးတွေနဲ့ ဝန်းရံထားခြင်း၊ ရယ်မောခြင်းနဲ့ အဆုံးမရှိတဲ့ အပြုံးတွေနဲ့ ခြယ်မှုန်းထားတဲ့ ပန်းချီကားချပ်တစ်ခု,Joy
စိတ်လှုပ်ရှားမှုရဲ့ သံစုံတီးဝိုင်းထဲမှာ၊ တေးသွားတိုင်းက စွမ်းအင် ပေါက်ကွဲထွက်ခြင်း၊ စိတ်ဝိညာဉ်ကို ပြင်းပြတဲ့ စိတ်အားထက်သန်မှုနဲ့ မီးညှိပေးခြင်း,Joy
မျှော်လင့်ချက်ထဲမှာ ထုပ်ပိုးထားတဲ့ အံ့အားသင့်ဖွယ် လက်ဆောင်တစ်ခု၊ ပျော်ရွှင်မှုနဲ့ အံ့သြမှုရဲ့ အခိုက်အတန့်တစ်ခုကို ဖွင့်လှစ်ပြသခြင်း,Surprise
စူးစမ်းလိုစိတ်ရဲ့ ဝင်္ကပါထဲမှာ ပျောက်ဆုံးနေခြင်း၊ လှည့်ကွက်တိုင်းက ရှာဖွေတွေ့ရှိမှုရဲ့ ရတနာတွေကို ဖော်ထုတ်ပြသခြင်း,Surprise
ကျေးဇူးတင်မှုရဲ့ တိမ်တိုက်တွေပေါ်မှာ ပျံဝဲနေခြင်း၊ မိုးစက်တိုင်းက ကောင်းချီးမင်္ဂလာ၊ ကျေးဇူးသိတတ်မှုရဲ့ မိုးရွာသွန်းမှု,Love
စိတ်ကူးစိတ်သန်းရဲ့ ကြယ်တံခွန်လို၊ ဖန်တီးမှုရဲ့ ကောင်းကင်ထဲမှာ ဖြတ်သန်းသွားခြင်း၊ ထက်မြက်မှုရဲ့ ခြေရာတွေကို ချန်ထားခဲ့ခြင်း,Surprise
အောင်မြင်မှုရဲ့ ဂုဏ်ပြုပွဲထဲမှာ၊ ပြီးမြောက်မှုရဲ့ မီးရှူးမီးပန်းတွေက အောင်ပွဲရဲ့ ညကောင်းကင်ကို လင်းထိန်စေခြင်း,Neutral
ရယ်မောခြင်းရဲ့ သံစုံတီးဝိုင်း၊ တေးသွားတိုင်းက အဆုံးမဲ့ ပျော်ရွှင်မှုရဲ့ တံခါးကို ဖွင့်လှစ်ဖို့ သော့ချက်,Joy
စိတ်ခံစားမှုတွေရဲ့ ပျော်ပွဲရွှင်ပွဲထဲမှာ၊ သည်းထိတ်ရင်ဖိုမှုရဲ့ ရိုလာကိုစတာက နှလုံးသားကို ရိုင်းစိုင်းတဲ့ စီးနင်းမှုတစ်ခုဆီသို့ ပို့ဆောင်ခြင်း,Joy
အီဖယ်လ်မျှော်စင်ရဲ့ ခမ်းနားထည်ဝါမှုရှေ့မှာ ရပ်နေခြင်း၊ ပါရီမြို့ အိပ်မက်တွေရဲ့ အလှတရားကို ပြန်လည်သုံးသပ်ဖို့ အခိုက်အတန့်,Neutral
ဒစ္စနီလန်ရဲ့ စွဲမက်ဖွယ်ရာထဲမှာ ပျောက်ဆုံးနေခြင်း၊ စီးနင်းမှုတိုင်းက ငယ်ဘဝ စိတ်ကူးယဉ်တွေရဲ့ နယ်ပယ်ဆီသို့ ခရီးစဉ်တစ်ခု,Surprise
ဖာရာရီကမ္ဘာ့ရဲ့ အံ့ဖွယ်ရာတွေကို စူးစမ်းရှာဖွေနေခြင်း၊ အင်ဂျင်တွေရဲ့ ဟိန်းသံက အရှိန်ရဲ့ သံစုံတီးဝိုင်းတစ်ခုကို ဖန်တီးနေခြင်း,Joy
Keukenhof ရဲ့ ကျူးလစ်ပန်းခင်းတွေကြားထဲမှာ၊ စိတ်ဝိညာဉ်ကို နွေဦးရာသီ ပျော်ရွှင်မှုနဲ့ ခြယ်မှုန်းတဲ့ အရောင်အသွေးတွေရဲ့ ကော်ဇောတစ်ခု,Joy
ကျိုတိုရဲ့ သမိုင်းဝင် လမ်းတွေတစ်လျှောက် လှည့်လည်သွားလာနေခြင်း၊ ခြေလှမ်းတိုင်းက ဂျပန်ရဲ့ ရိုးရာဓလေ့တွေရဲ့ နှလုံးသားဆီသို့ ခရီးစဉ်တစ်ခု,Surprise
ဂရန်းကင်ညွန်ရဲ့ ပွေ့ဖက်မှုထဲမှာ၊ သဘာဝတရားရဲ့ လက်ရာမြောက် ပန်းချီကား၊ ကမ္ဘာမြေရဲ့ ခမ်းနားထည်ဝါမှုကို အံ့သြတကြီး ငေးမောဖို့ အခိုက်အတန့်,Surprise
ဆန်တိုရီနီရဲ့ တည်ငြိမ်အေးချမ်းမှုထဲမှာ ခရီးသွားနေခြင်း၊ နေဝင်ချိန်တိုင်းက ကောင်းကင်ကို တည်ငြိမ်အေးချမ်းမှု အရောင်အသွေးတွေနဲ့ ခြယ်မှုန်းတဲ့နေရာ,Joy
ပီထရာရဲ့ ဗိသုကာ အံ့ဖွယ်ရာတွေကြောင့် အံ့သြမိခြင်း၊ ကျောက်တုံးတိုင်းက ရှေးဟောင်း ယဉ်ကျေးမှုတစ်ခုရဲ့ ပုံပြင်တွေကို ပြောပြနေခြင်း,Surprise
ဗင်းနစ်မြို့မှာ ဂွန်ဒိုလာလှေစီးခြင်းကို စတင်ခြင်း၊ တူးမြောင်းတိုင်းက ဒီအချိန်မရွေး ခေတ်မီတဲ့ မြို့ရဲ့ အချစ်ဇာတ်လမ်းကို ထင်ဟပ်နေခြင်း,Love
မာချူးပီချူးရဲ့ တောင်ထိပ်မှာ၊ ရှေးဟောင်း ယဉ်ကျေးမှုတွေရဲ့ လျှို့ဝှက်ချက်တွေကို တီးတိုးပြောပြတဲ့ ရင်သပ်ရှုမောဖွယ် ရှုခင်းကျယ်,Surprise
နယူးယောက်မြို့ရဲ့ နှလုံးသားထဲမှာ၊ တိုင်းမ်စကွဲက မီးရောင်တွေနဲ့ တောက်ပနေတယ်၊ မြို့ပြစွမ်းအင်ရဲ့ တက်ကြွတဲ့ ရှုခင်း,Joy
ကော်လိုဆီယမ်ရဲ့ သမိုင်းဝင် ဆွဲဆောင်မှုကြောင့် စွဲလန်းမိခြင်း၊ ကျောက်တုံးတိုင်းက ဓားရေးသမား ရဲစွမ်းသတ္တိရဲ့ ပုံပြင်တွေကို ပဲ့တင်ထပ်နေခြင်း,Surprise
မော်လ်ဒိုက်ရဲ့ ကောင်းကင်ပြာရောင် ရေပြင်ပေါ်မှာ ရွက်လွှင့်နေခြင်း၊ လှိုင်းလုံးတိုင်းက ပရဒိသုဘုံထဲက တည်ငြိမ်အေးချမ်းမှုရဲ့ တီးတိုးသံ,Joy
အမေဇုန် မိုးသစ်တောရဲ့ အလယ်မှာ၊ တောရိုင်းတိရစ္ဆာန်တွေရဲ့ သံစုံတီးဝိုင်းက သဘာဝတရားရဲ့ အံ့ဖွယ်ရာတွေရဲ့ တီးဝိုင်းတစ်ခုကို ဖန်တီးနေခြင်း,Surprise
တရုတ်ပြည်ရဲ့ မဟာတံတိုင်းကြီးပေါ်မှာ လျှောက်လှမ်းနေခြင်း၊ ခြေလှမ်းတိုင်းက ရှေးဟောင်း အင်ဂျင်နီယာ အံ့ဖွယ်ရာတွေရဲ့ သက်သေ,Surprise
ဖူဂျီတောင်ရဲ့ တောင်ထိပ်မှာ၊ ကောင်းကင်ကို ပြီးမြောက်မှု အရောင်အသွေးတွေနဲ့ ခြယ်မှုန်းတဲ့ ရင်သပ်ရှုမောဖွယ် နေထွက်ချိန်,Joy
အန်ကောဝပ်ရဲ့ ရှေးဟောင်းအပျက်အစီးတွေကို စူးစမ်းရှာဖွေနေခြင်း၊ ကျောက်တုံးတိုင်းက ခမာယဉ်ကျေးမှုရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြနေခြင်း,Surprise
ဆွစ်ဇာလန် အယ်လ်ပ်တောင်တန်းရဲ့ တောင်စောင်းတွေပေါ်မှာ နှင်းလျှောစီးနေခြင်း၊ အလှည့်တိုင်းက နှင်းဖုံးတောင်ထိပ်တွေရဲ့ ခမ်းနားထည်ဝါမှုနဲ့ အကတစ်ခု,Surprise
ကျိုတိုရဲ့ ဝါးတောရဲ့ တည်ငြိမ်အေးချမ်းမှုထဲမှာ၊ ရှေးဟောင်း ဇင်ပညာရဲ့ တီးတိုးသံတွေက တောအုပ်တွေတစ်လျှောက် ပဲ့တင်ထပ်နေခြင်း,Neutral
နော်ဝေးရဲ့ ဖီအော့ဒ်ရေလက်ကြားတွေကို လှေစီးခရီးသွားနေခြင်း၊ ရေခဲဖုံး ရှုခင်းတိုင်းက သဘာဝတရားရဲ့ ခမ်းနားထည်ဝါမှုရဲ့ ရင်သပ်ရှုမောဖွယ် လက်ရာမြောက် ပန်းချီကား,Neutral
Adele ရဲ့ ဖျော်ဖြေပွဲရဲ့ ရှေ့ဆုံးတန်းမှာ၊ 'Someone Like You' ရဲ့ တေးသွားတိုင်းက စိတ်ဝိညာဉ်ကို လှုပ်နှိုးတဲ့ စိတ်ခံစားမှုနဲ့ ပဲ့တင်ထပ်နေခြင်း,Neutral
Beyoncé ရဲ့ တိုက်ရိုက်ဖျော်ဖြေပွဲမှာ ကြယ်တွေအောက်မှာ ကခုန်နေခြင်း၊ လှုပ်ရှားမှုတိုင်းမှာ 'Single Ladies' ရဲ့ စွမ်းအားကို ခံစားနေရခြင်း,Neutral
